Date,1 oz,,1/2 oz,,1/4 oz,
,Selling,Buying,Selling,Buying,Selling,Buying
19-Sep-18,"5,269","5,067","2,684","2,533","1,367","1,267"
20-Sep-18,"5,287","5,082","2,693","2,541","1,372","1,271"
21-Sep-18,"5,295","5,089","2,697","2,544","1,374","1,272"
24-Sep-18,"5,256","5,051","2,677","2,526","1,363","1,263"
25-Sep-18,"5,260","5,055","2,679","2,527","1,365","1,264"
26-Sep-18,"5,271","5,067","2,685","2,533","1,367","1,267"
27-Sep-18,"5,256","5,054","2,677","2,527","1,364","1,263"
28-Sep-18,"5,201","5,001","2,650","2,501","1,349","1,250"
01-Oct-18,"5,228","5,023","2,663","2,512","1,356","1,256"
02-Oct-18,"5,225","5,023","2,662","2,511","1,355","1,256"
03-Oct-18,"5,302","5,096","2,701","2,548","1,376","1,274"
04-Oct-18,"5,272","5,067","2,686","2,534","1,368","1,267"
05-Oct-18,"5,270","5,065","2,685","2,532","1,367","1,266"
08-Oct-18,"5,297","5,091","2,699","2,546","1,374","1,273"
09-Oct-18,"5,248","5,044","2,674","2,522","1,362","1,261"
10-Oct-18,"5,241","5,037","2,670","2,518","1,360","1,259"
11-Oct-18,"5,264","5,060","2,682","2,530","1,366","1,265"
12-Oct-18,"5,376","5,167","2,739","2,584","1,395","1,292"
15-Oct-18,"5,381","5,172","2,741","2,586","1,396","1,293"
16-Oct-18,"5,412","5,202","2,757","2,601","1,404","1,300"
17-Oct-18,"5,394","5,184","2,748","2,592","1,399","1,296"
18-Oct-18,"5,392","5,181","2,747","2,590","1,399","1,295"
19-Oct-18,"5,413","5,203","2,758","2,601","1,404","1,301"
22-Oct-18,"5,418","5,206","2,760","2,603","1,406","1,302"
23-Oct-18,"5,399","5,189","2,750","2,594","1,401","1,297"
24-Oct-18,"5,439","5,229","2,771","2,614","1,411","1,307"
25-Oct-18,"5,464","5,251","2,783","2,626","1,417","1,313"
26-Oct-18,"5,453","5,241","2,778","2,620","1,415","1,310"
29-Oct-18,"5,456","5,244","2,780","2,622","1,416","1,311"
30-Oct-18,"5,453","5,240","2,778","2,620","1,415","1,310"
31-Oct-18,"5,421","5,210","2,762","2,605","1,406","1,302"
01-Nov-18,"5,401","5,192","2,751","2,596","1,401","1,298"
05-Nov-18,"5,456","5,244","2,779","2,622","1,415","1,311"
07-Nov-18,"5,435","5,224","2,769","2,612","1,410","1,306"
08-Nov-18,"5,418","5,206","2,760","2,603","1,406","1,302"
09-Nov-18,"5,413","5,202","2,757","2,601","1,404","1,301"
12-Nov-18,"5,371","5,164","2,736","2,582","1,393","1,291"
13-Nov-18,"5,347","5,139","2,724","2,569","1,387","1,285"
14-Nov-18,"5,344","5,136","2,722","2,568","1,386","1,284"
15-Nov-18,"5,385","5,176","2,744","2,588","1,397","1,294"
16-Nov-18,"5,395","5,185","2,748","2,592","1,400","1,296"
19-Nov-18,"5,425","5,216","2,764","2,608","1,407","1,304"
21-Nov-18,"5,432","5,222","2,767","2,611","1,409","1,306"
22-Nov-18,"5,455","5,243","2,779","2,621","1,415","1,311"
23-Nov-18,"5,463","5,252","2,783","2,626","1,417","1,313"
26-Nov-18,"5,450","5,238","2,777","2,619","1,414","1,310"
27-Nov-18,"5,435","5,224","2,769","2,612","1,410","1,306"
28-Nov-18,"5,401","5,192","2,751","2,596","1,401","1,298"
29-Nov-18,"5,432","5,222","2,767","2,611","1,409","1,305"
30-Nov-18,"5,437","5,227","2,770","2,613","1,411","1,307"
03-Dec-18,"5,418","5,204","2,760","2,602","1,406","1,301"
04-Dec-18,"5,441","5,229","2,772","2,615","1,412","1,307"
05-Dec-18,"5,455","5,242","2,779","2,621","1,415","1,311"
06-Dec-18,"5,459","5,247","2,781","2,623","1,416","1,312"
07-Dec-18,"5,471","5,258","2,787","2,629","1,419","1,314"
10-Dec-18,"5,519","5,304","2,812","2,652","1,432","1,326"
11-Dec-18,"5,515","5,300","2,809","2,650","1,431","1,325"
12-Dec-18,"5,519","5,305","2,812","2,652","1,432","1,326"
13-Dec-18,"5,527","5,313","2,816","2,657","1,434","1,328"
14-Dec-18,"5,506","5,294","2,805","2,647","1,429","1,323"
17-Dec-18,"5,499","5,285","2,801","2,643","1,427","1,321"
18-Dec-18,"5,524","5,311","2,814","2,655","1,433","1,328"
19-Dec-18,"5,542","5,326","2,823","2,663","1,438","1,332"
20-Dec-18,"5,524","5,310","2,814","2,655","1,433","1,328"
21-Dec-18,"5,592","5,375","2,849","2,687","1,451","1,344"
24-Dec-18,"5,598","5,376","2,852","2,688","1,452","1,344"
26-Dec-18,"5,624","5,401","2,865","2,701","1,459","1,350"
27-Dec-18,"5,625","5,407","2,865","2,704","1,459","1,352"
28-Dec-18,"5,632","5,409","2,869","2,704","1,461","1,352"
31-Dec-18,"5,627","5,411","2,867","2,705","1,460","1,353"
02-Jan-19,"5,620","5,401","2,863","2,701","1,458","1,350"
03-Jan-19,"5,656","5,438","2,881","2,719","1,467","1,359"
04-Jan-19,"5,687","5,467","2,897","2,734","1,475","1,367"
07-Jan-19,"5,615","5,396","2,860","2,698","1,457","1,349"
08-Jan-19,"5,616","5,401","2,861","2,700","1,457","1,350"
09-Jan-19,"5,606","5,389","2,856","2,694","1,454","1,347"
10-Jan-19,"5,625","5,406","2,865","2,703","1,459","1,351"
11-Jan-19,"5,597","5,379","2,851","2,689","1,452","1,345"
14-Jan-19,"5,600","5,382","2,853","2,691","1,453","1,345"
15-Jan-19,"5,613","5,397","2,859","2,699","1,456","1,349"
16-Jan-19,"5,620","5,398","2,863","2,699","1,458","1,349"
17-Jan-19,"5,640","5,420","2,873","2,710","1,463","1,355"
18-Jan-19,"5,628","5,409","2,867","2,705","1,460","1,352"
22-Jan-19,"5,592","5,375","2,849","2,687","1,451","1,344"
23-Jan-19,"5,630","5,411","2,868","2,706","1,461","1,353"
24-Jan-19,"5,629","5,410","2,868","2,705","1,460","1,352"
25-Jan-19,"5,629","5,410","2,868","2,705","1,460","1,352"
28-Jan-19,"5,670","5,450","2,889","2,725","1,471","1,362"
29-Jan-19,"5,684","5,463","2,896","2,731","1,475","1,366"
30-Jan-19,"5,716","5,495","2,912","2,747","1,483","1,374"
31-Jan-19,"5,728","5,508","2,918","2,754","1,486","1,377"
04-Feb-19,"5,732","5,509","2,920","2,755","1,487","1,377"
07-Feb-19,"5,687","5,465","2,897","2,733","1,475","1,366"
08-Feb-19,"5,668","5,447","2,887","2,724","1,470","1,362"
11-Feb-19,"5,669","5,448","2,888","2,724","1,471","1,362"
12-Feb-19,"5,657","5,437","2,882","2,718","1,468","1,359"
13-Feb-19,"5,661","5,438","2,884","2,719","1,469","1,360"
14-Feb-19,"5,647","5,428","2,877","2,714","1,465","1,357"
15-Feb-19,"5,673","5,452","2,890","2,726","1,472","1,363"
18-Feb-19,"5,715","5,486","2,911","2,743","1,483","1,371"
19-Feb-19,"5,745","5,520","2,927","2,760","1,490","1,380"
20-Feb-19,"5,782","5,559","2,946","2,779","1,500","1,390"
21-Feb-19,"5,785","5,559","2,947","2,780","1,501","1,390"
22-Feb-19,"5,735","5,512","2,922","2,756","1,488","1,378"
25-Feb-19,"5,730","5,507","2,919","2,753","1,486","1,377"
26-Feb-19,"5,728","5,505","2,918","2,753","1,486","1,376"
27-Feb-19,"5,735","5,510","2,922","2,755","1,488","1,378"
28-Feb-19,"5,699","5,480","2,903","2,740","1,479","1,370"
01-Mar-19,"5,677","5,456","2,892","2,728","1,473","1,364"
04-Mar-19,"5,592","5,371","2,849","2,686","1,451","1,343"
05-Mar-19,"5,561","5,344","2,833","2,672","1,443","1,336"
06-Mar-19,"5,579","5,363","2,842","2,681","1,447","1,341"
07-Mar-19,"5,589","5,370","2,847","2,685","1,450","1,343"
08-Mar-19,"5,589","5,371","2,847","2,686","1,450","1,343"
11-Mar-19,"5,625","5,407","2,865","2,704","1,459","1,352"
12-Mar-19,"5,600","5,383","2,853","2,691","1,453","1,346"
13-Mar-19,"5,639","5,419","2,873","2,710","1,463","1,355"
14-Mar-19,"5,671","5,453","2,889","2,727","1,471","1,363"
15-Mar-19,"5,622","5,403","2,864","2,701","1,458","1,351"
18-Mar-19,"5,645","5,419","2,876","2,709","1,464","1,355"
19-Mar-19,"5,643","5,423","2,875","2,712","1,464","1,356"
20-Mar-19,"5,650","5,431","2,879","2,715","1,466","1,358"
21-Mar-19,"5,657","5,437","2,882","2,719","1,468","1,359"
22-Mar-19,"5,643","5,417","2,875","2,708","1,464","1,354"
25-Mar-19,"5,666","5,439","2,887","2,720","1,470","1,360"
26-Mar-19,"5,699","5,480","2,903","2,740","1,478","1,370"
27-Mar-19,"5,695","5,473","2,901","2,737","1,477","1,368"
28-Mar-19,"5,669","5,441","2,888","2,721","1,471","1,360"
29-Mar-19,"5,587","5,371","2,846","2,686","1,450","1,343"
01-Apr-19,"5,588","5,371","2,847","2,685","1,450","1,343"
02-Apr-19,"5,581","5,364","2,843","2,682","1,448","1,341"
03-Apr-19,"5,594","5,376","2,850","2,688","1,451","1,344"
04-Apr-19,"5,593","5,376","2,849","2,688","1,451","1,344"
05-Apr-19,"5,595","5,377","2,850","2,688","1,451","1,344"
08-Apr-19,"5,604","5,380","2,855","2,690","1,454","1,345"
09-Apr-19,"5,638","5,419","2,872","2,709","1,463","1,355"
10-Apr-19,"5,669","5,448","2,888","2,724","1,471","1,362"
11-Apr-19,"5,697","5,475","2,902","2,738","1,478","1,369"
12-Apr-19,"5,653","5,433","2,880","2,717","1,467","1,358"
15-Apr-19,"5,630","5,401","2,868","2,701","1,461","1,350"
16-Apr-19,"5,611","5,396","2,859","2,698","1,456","1,349"
17-Apr-19,"5,592","5,375","2,849","2,687","1,451","1,344"
18-Apr-19,"5,593","5,372","2,849","2,686","1,451","1,343"
19-Apr-19,"5,609","5,391","2,858","2,696","1,455","1,348"
22-Apr-19,"5,599","5,384","2,852","2,692","1,453","1,346"
23-Apr-19,"5,586","5,370","2,846","2,685","1,449","1,343"
24-Apr-19,"5,572","5,356","2,839","2,678","1,446","1,339"
25-Apr-19,"5,587","5,372","2,846","2,686","1,449","1,343"
26-Apr-19,"5,608","5,392","2,857","2,696","1,455","1,348"
29-Apr-19,"5,634","5,415","2,870","2,708","1,462","1,354"
30-Apr-19,"5,614","5,396","2,860","2,698","1,457","1,349"
02-May-19,"5,599","5,384","2,852","2,692","1,453","1,346"
03-May-19,"5,599","5,384","2,852","2,692","1,453","1,346"
06-May-19,"5,645","5,428","2,876","2,714","1,464","1,357"
07-May-19,"5,645","5,428","2,876","2,714","1,465","1,357"
08-May-19,"5,654","5,437","2,880","2,718","1,467","1,359"
09-May-19,"5,638","5,421","2,872","2,711","1,463","1,355"
10-May-19,"5,638","5,421","2,872","2,711","1,463","1,355"
13-May-19,"5,680","5,462","2,894","2,731","1,474","1,365"
14-May-19,"5,762","5,540","2,935","2,770","1,495","1,385"
15-May-19,"5,742","5,521","2,925","2,761","1,490","1,380"
16-May-19,"5,737","5,516","2,923","2,758","1,488","1,379"
17-May-19,"5,689","5,470","2,898","2,735","1,476","1,368"
21-May-19,"5,653","5,429","2,880","2,715","1,467","1,357"
23-May-19,"5,663","5,443","2,885","2,722","1,469","1,361"
24-May-19,"5,707","5,485","2,907","2,743","1,481","1,371"
27-May-19,"5,702","5,480","2,905","2,740","1,479","1,370"
28-May-19,"5,712","5,492","2,910","2,746","1,482","1,373"
29-May-19,"5,697","5,476","2,902","2,738","1,478","1,369"
30-May-19,"5,691","5,470","2,899","2,735","1,477","1,367"
31-May-19,"5,744","5,521","2,926","2,760","1,490","1,380"
03-Jun-19,"5,823","5,597","2,967","2,798","1,511","1,399"
04-Jun-19,"5,874","5,645","2,992","2,823","1,524","1,411"
07-Jun-19,"5,897","5,667","3,004","2,834","1,530","1,417"
10-Jun-19,"5,888","5,659","2,999","2,829","1,528","1,415"
11-Jun-19,"5,866","5,638","2,988","2,819","1,522","1,410"
12-Jun-19,"5,860","5,632","2,985","2,816","1,520","1,408"
13-Jun-19,"5,892","5,663","3,002","2,832","1,529","1,416"
14-Jun-19,"5,941","5,710","3,027","2,855","1,541","1,428"
17-Jun-19,"5,926","5,695","3,019","2,848","1,537","1,424"
18-Jun-19,"5,933","5,703","3,022","2,852","1,539","1,426"
19-Jun-19,"5,959","5,728","3,036","2,864","1,546","1,432"
20-Jun-19,"6,009","5,775","3,061","2,888","1,559","1,444"
21-Jun-19,"6,131","5,893","3,123","2,946","1,591","1,473"
24-Jun-19,"6,189","5,951","3,153","2,976","1,606","1,488"
25-Jun-19,"6,263","6,021","3,190","3,010","1,625","1,505"
26-Jun-19,"6,244","6,004","3,181","3,002","1,620","1,501"
27-Jun-19,"6,213","5,971","3,165","2,986","1,612","1,493"
28-Jun-19,"6,216","5,977","3,167","2,988","1,613","1,494"
01-Jul-19,"6,092","5,856","3,103","2,928","1,580","1,464"
02-Jul-19,"6,082","5,847","3,099","2,924","1,578","1,462"
03-Jul-19,"6,269","6,025","3,193","3,012","1,626","1,506"
04-Jul-19,"6,236","5,994","3,177","2,997","1,618","1,498"
05-Jul-19,"6,220","5,978","3,169","2,989","1,614","1,495"
08-Jul-19,"6,142","5,899","3,129","2,949","1,593","1,475"
09-Jul-19,"6,126","5,888","3,121","2,944","1,589","1,472"
10-Jul-19,"6,125","5,887","3,120","2,944","1,589","1,472"
11-Jul-19,"6,241","6,001","3,180","3,001","1,619","1,500"
12-Jul-19,"6,139","5,901","3,127","2,951","1,593","1,475"
15-Jul-19,"6,180","5,940","3,148","2,970","1,603","1,485"
16-Jul-19,"6,173","5,936","3,145","2,968","1,602","1,484"
17-Jul-19,"6,127","5,889","3,121","2,944","1,590","1,472"
18-Jul-19,"6,217","5,978","3,167","2,989","1,613","1,494"
19-Jul-19,"6,284","6,043","3,201","3,021","1,630","1,511"
22-Jul-19,"6,224","5,982","3,171","2,991","1,615","1,496"
23-Jul-19,"6,212","5,970","3,164","2,985","1,612","1,492"
